"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP2a_rep1"	"IGF2BP2a_rep2"	"IGF2BP2b_rep1"	"IGF2BP2b_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr16"	47699700	47699708	"IGF2BP2b_final"	"+"	11.324	2.71	8.44	5.328	"ENSG00000102893.16"	"PHKB"	"protein_coding"	"3UTR"
"chr16"	48252236	48252244	"IGF2BP2a_final"	"+"	10.956	14.9925	1.575	8.21	"ENSG00000102910.14"	"LONP2"	"protein_coding"	"CDS"
"chr16"	48262834	48262842	"IGF2BP2a_final"	"+"	5.07	11.5825	11.38	3.46	"ENSG00000102910.14"	"LONP2"	"protein_coding"	"CDS"
"chr16"	48270020	48270028	"IGF2BP2a_final,IGF2BP2b_final"	"+"	11.44285714	8.792	15.888	16.86666667	"ENSG00000102910.14"	"LONP2"	"protein_coding"	"CDS"
"chr16"	48334244	48334252	"IGF2BP2b_final"	"+"	0.3	3.55	12.684	8.966666667	"ENSG00000102910.14"	"LONP2"	"protein_coding"	"CDS"
"chr16"	48348247	48348255	"IGF2BP2b_final"	"+"	2.673333333	12.1975	12.93333333	6.893333333	"ENSG00000102910.14"	"LONP2"	"protein_coding"	"CDS"
"chr16"	48351808	48351816	"IGF2BP2a_final"	"+"	14.24	14.2	10.44	6.92	"ENSG00000102910.14"	"LONP2"	"protein_coding"	"3UTR"
"chr16"	50225182	50225190	"IGF2BP2a_final"	"+"	2.85	7.5	3.768	4.914285714	"ENSG00000121274.14"	"TENT4B"	"protein_coding"	"CDS"
"chr16"	50320735	50320743	"IGF2BP2a_final"	"-"	12.22333333	9.804	14.9325	8.662857143	"ENSG00000166164.16"	"BRD7"	"protein_coding"	"CDS"
"chr16"	50368744	50368752	"IGF2BP2b_final"	"-"	2.07	3.8475	13.05	6.346666667	"ENSG00000166164.16"	"BRD7"	"protein_coding"	"CDS"
"chr16"	50551756	50551764	"IGF2BP2a_final"	"+"	8.232	10.848	8	7.826666667	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"intron"
"chr16"	50551916	50551924	"IGF2BP2a_final,IGF2BP2b_final"	"+"	12.49714286	25.405	22.63714286	11.90666667	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"intron"
"chr16"	50555799	50555807	"IGF2BP2a_final"	"+"	11.615	15.53666667	7.226666667	15.32	"ENSG00000278909.1"	"AC007608.4"	"TEC"	"exon"
"chr16"	50557454	50557462	"IGF2BP2a_final,IGF2BP2b_final"	"+"	13.55	17.128	20.016	31.39	"ENSG00000278909.1"	"AC007608.4"	"TEC"	"exon"
"chr16"	50561458	50561466	"IGF2BP2b_final"	"+"	2.31	0	9.72	4.98	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"intron"
"chr16"	50577617	50577627	"IGF2BP2a_final,IGF2BP2b_final"	"+"	7.875	9.902	6.885	7.333333333	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"intron"
"chr16"	50593814	50593822	"IGF2BP2a_final"	"+"	10.272	12.176	2.1	0.52	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"intron"
"chr16"	50609711	50609719	"IGF2BP2a_final"	"+"	12.108	10.17	2.868	1.904	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"intron"
"chr16"	50625536	50625544	"IGF2BP2b_final"	"+"	0.045	1.608	5.7	18.5	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"CDS"
"chr16"	50630202	50630210	"IGF2BP2b_final"	"+"	0	1.968	4.002857143	8.656	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"CDS"
"chr16"	50632608	50632616	"IGF2BP2b_final"	"+"	3.87	8.3	6.408	8.352	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"intron"
"chr16"	50633954	50633962	"IGF2BP2a_final"	"+"	21.366	19.18	18.415	0	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"3UTR"
"chr16"	50634250	50634258	"IGF2BP2b_final"	"+"	14.765	9.612857143	20.465	13.1275	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"3UTR"
"chr16"	50634530	50634538	"IGF2BP2a_final"	"+"	16.624	16.57	3.97	8.9	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"3UTR"
"chr16"	50636322	50636330	"IGF2BP2a_final"	"+"	8.94	4.608	0.132	0.3	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"3UTR"
"chr16"	50638920	50638928	"IGF2BP2a_final"	"+"	10.1	5.066666667	1.875	2.9	"ENSG00000140807.7"	"NKD1"	"protein_coding"	"3UTR"
"chr16"	51646702	51646710	"IGF2BP2b_final"	"+"	0	3.706666667	6.575	10.6	"ENSG00000224578.5"	"HNRNPA1P48"	"protein_coding"	"CDS"
"chr16"	52438337	52438345	"IGF2BP2b_final"	"-"	28.245	15.926	13.14	14.86	"ENSG00000103460.17"	"TOX3"	"protein_coding"	"3UTR"
"chr16"	53156518	53156526	"IGF2BP2a_final"	"+"	8.784	6.3475	3.44	7.033333333	"ENSG00000177200.17"	"CHD9"	"protein_coding"	"CDS"
"chr16"	53250020	53250028	"IGF2BP2a_final"	"+"	8.55	11.375	3.42	9.36	"ENSG00000177200.17"	"CHD9"	"protein_coding"	"CDS"
"chr16"	53255732	53255740	"IGF2BP2a_final"	"+"	6.84	7.735	5.13	8.944	"ENSG00000177200.17"	"CHD9"	"protein_coding"	"CDS"
"chr16"	53879850	53879858	"IGF2BP2a_final"	"+"	6.052	6.9425	0.28	1.38	"ENSG00000140718.21"	"FTO"	"protein_coding"	"CDS"
"chr16"	56404948	56404956	"IGF2BP2a_final"	"-"	3.936	4.673333333	0	4.24	"ENSG00000159461.15"	"AMFR"	"protein_coding"	"CDS"
"chr16"	56430546	56430554	"IGF2BP2b_final"	"-"	14.196	2.81	8.04	7.88	"ENSG00000167005.14"	"NUDT21"	"protein_coding"	"3UTR"
"chr16"	56430901	56430914	"IGF2BP2a_final,IGF2BP2b_final"	"-"	12.32857143	20.76285714	7.8	7.483333333	"ENSG00000167005.14"	"NUDT21"	"protein_coding"	"3UTR"
"chr16"	56431310	56431318	"IGF2BP2b_final"	"-"	1.47	0	3.75	4.09	"ENSG00000167005.14"	"NUDT21"	"protein_coding"	"3UTR"
"chr16"	56431507	56431515	"IGF2BP2b_final"	"-"	13.82	9.771666667	8.057142857	8.726666667	"ENSG00000167005.14"	"NUDT21"	"protein_coding"	"3UTR"
"chr16"	56431906	56431914	"IGF2BP2b_final"	"-"	19.88285714	18.866	29.1	13.6	"ENSG00000167005.14"	"NUDT21"	"protein_coding"	"3UTR"
"chr16"	56432702	56432710	"IGF2BP2b_final"	"-"	1.74	5.37	6.528	10.18	"ENSG00000167005.14"	"NUDT21"	"protein_coding"	"3UTR"
"chr16"	56439694	56439702	"IGF2BP2b_final"	"-"	14.81142857	0.5483333333	16.58	24.815	"ENSG00000167005.14"	"NUDT21"	"protein_coding"	"CDS"
"chr16"	56476227	56476235	"IGF2BP2a_final"	"+"	11.516	9.602857143	0.56	9.48	"ENSG00000087263.17"	"OGFOD1"	"protein_coding"	"3UTR"
"chr16"	56609394	56609403	"IGF2BP2a_final,IGF2BP2b_final"	"+"	38.50285714	48.99571429	29.26	30.03428571	"ENSG00000125148.7"	"MT2A"	"protein_coding"	"3UTR"
"chr16"	56627074	56627082	"IGF2BP2b_final"	"+"	52.06285714	57.16571429	27.79	26.788	"ENSG00000169715.15"	"MT1E"	"protein_coding"	"3UTR"
"chr16"	56684099	56684107	"IGF2BP2a_final"	"+"	7.212	6.583333333	0.78	6.28	"ENSG00000187193.9"	"MT1X"	"protein_coding"	"3UTR"
"chr16"	56828990	56828998	"IGF2BP2b_final"	"+"	5.73	9.01	6.3	9.036	"ENSG00000102900.13"	"NUP93"	"protein_coding"	"CDS"
"chr16"	56837630	56837638	"IGF2BP2a_final,IGF2BP2b_final"	"+"	4.152	10.17833333	12.144	6.17	"ENSG00000102900.13"	"NUP93"	"protein_coding"	"CDS"
"chr16"	56844528	56844536	"IGF2BP2b_final"	"+"	0.585	0	7.816666667	4.88	"ENSG00000102900.13"	"NUP93"	"protein_coding"	"CDS"
"chr16"	56940154	56940162	"IGF2BP2a_final"	"+"	6.253333333	16.69	7.336	5.472	"ENSG00000051108.15"	"HERPUD1"	"protein_coding"	"CDS"
"chr16"	57204642	57204650	"IGF2BP2a_final"	"+"	10.29	11.74	13.71	7.58	"ENSG00000159579.14"	"RSPRY1"	"protein_coding"	"5UTR"
"chr16"	57220757	57220765	"IGF2BP2a_final"	"+"	6.99	9.558333333	0.704	7.586666667	"ENSG00000159579.14"	"RSPRY1"	"protein_coding"	"CDS"
"chr16"	57252364	57252372	"IGF2BP2a_final"	"+"	6.812	5.316	1.795	1.736666667	"ENSG00000102931.8"	"ARL2BP"	"protein_coding"	"CDS"
"chr16"	57280801	57280809	"IGF2BP2a_final"	"-"	9.69	5.46	4.56	2.08	"ENSG00000102934.10"	"PLLP"	"protein_coding"	"intron"
"chr16"	57462771	57462779	"IGF2BP2b_final"	"+"	6.34	0	11.28	8.071428571	"ENSG00000102978.13"	"POLR2C"	"protein_coding"	"CDS"
"chr16"	57470093	57470101	"IGF2BP2a_final"	"+"	4.102857143	7.6725	1.168	2.068	"ENSG00000102978.13"	"POLR2C"	"protein_coding"	"CDS"
"chr16"	57471456	57471464	"IGF2BP2a_final"	"+"	19.42571429	18.20166667	4.566666667	5.075	"ENSG00000102978.13"	"POLR2C"	"protein_coding"	"3UTR"
"chr16"	58114015	58114023	"IGF2BP2a_final"	"-"	22.99	11.83	16.93714286	5.546666667	"ENSG00000070761.8"	"CFAP20"	"protein_coding"	"3UTR"
"chr16"	58116915	58116923	"IGF2BP2b_final"	"-"	5.424	6.918333333	8.785714286	3.87	"ENSG00000070761.8"	"CFAP20"	"protein_coding"	"CDS"
"chr16"	58165609	58165617	"IGF2BP2b_final"	"-"	3.505714286	11.88	16.1025	19.52666667	"ENSG00000070770.10"	"CSNK2A2"	"protein_coding"	"CDS"
"chr16"	58166596	58166604	"IGF2BP2a_final"	"-"	25.452	10.22333333	6.3	23.388	"ENSG00000070770.10"	"CSNK2A2"	"protein_coding"	"CDS"
"chr16"	58174466	58174474	"IGF2BP2b_final"	"-"	20.78	10.12	17.695	8.115	"ENSG00000070770.10"	"CSNK2A2"	"protein_coding"	"CDS"
"chr16"	58520883	58520891	"IGF2BP2a_final"	"-"	4.176	21.15428571	10.35	8.626666667	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"3UTR"
"chr16"	58521016	58521026	"IGF2BP2a_final,IGF2BP2b_final"	"-"	4.132	8.53	5.62	3.72	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58521302	58521310	"IGF2BP2a_final"	"-"	4.46	5.19	1.065	4.88	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58525202	58525210	"IGF2BP2b_final"	"-"	4.89	3.66	12.24	6.074285714	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58525216	58525224	"IGF2BP2a_final"	"-"	10.36285714	5.918571429	7.7	5.974285714	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58526039	58526047	"IGF2BP2b_final"	"-"	6.66	11.26142857	10.824	9.942857143	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58528538	58528546	"IGF2BP2a_final"	"-"	6.012	7.95	7.414285714	11.2	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58530266	58530274	"IGF2BP2b_final"	"-"	0.98	2.788	13.02	10.855	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58531985	58531998	"IGF2BP2a_final,IGF2BP2b_final"	"-"	14.43	14.27	20.71714286	16.138	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58534163	58534171	"IGF2BP2a_final"	"-"	13.58	27.75	9.557142857	7.075	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58534356	58534364	"IGF2BP2a_final"	"-"	7.2	10.45857143	21.6	8.657142857	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58534370	58534378	"IGF2BP2b_final"	"-"	7.66	3.594	25.14	19.71	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58538028	58538036	"IGF2BP2a_final"	"-"	14.06	9.7825	19	8.84	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58538160	58538168	"IGF2BP2a_final"	"-"	8.61	4.673333333	2.34	0	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58539901	58539910	"IGF2BP2a_final,IGF2BP2b_final"	"-"	20.04	36.24375	26.31	34.44	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58542262	58542270	"IGF2BP2a_final"	"-"	24.67	17.786	18.3	32.105	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58547570	58547578	"IGF2BP2b_final"	"-"	13.9	17.382	10.1	17.2	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58548558	58548566	"IGF2BP2b_final"	"-"	0	0	27.10285714	10.09624875	"ENSG00000207493.1"	"SNORA46"	"snoRNA"	"exon"
"chr16"	58548624	58548632	"IGF2BP2a_final"	"-"	71.208004	38.61857143	42.58285714	61.74333333	"ENSG00000207493.1"	"SNORA46"	"snoRNA"	"exon"
"chr16"	58549772	58549782	"IGF2BP2a_final,IGF2BP2b_final"	"-"	52.14857143	56.0625	42.2325	56.37666667	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58551241	58551249	"IGF2BP2a_final"	"-"	11.292	12.12	0.9	7.91	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58551753	58551761	"IGF2BP2a_final"	"-"	14.82	9.1	13.68	14.56	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58555260	58555268	"IGF2BP2b_final"	"-"	27.81666667	6.527142857	17.64285714	14.2	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58556930	58556938	"IGF2BP2b_final"	"-"	10.10333333	6.645	20.1375	22.38857143	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58559800	58559808	"IGF2BP2a_final,IGF2BP2b_final"	"-"	125.4450075	98.4687525	86.8275025	55.3575	"ENSG00000206952.3"	"SNORA50A"	"snoRNA"	"exon"
"chr16"	58580679	58580687	"IGF2BP2b_final"	"-"	38.26285714	14.47714286	30.77142857	20.644	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58580751	58580759	"IGF2BP2a_final"	"-"	15.84857143	11.40666667	6.23	9.235	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58581353	58581361	"IGF2BP2a_final"	"-"	32.97	12.895	10.76571429	22.84	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58581366	58581374	"IGF2BP2b_final"	"-"	30.00857143	12.82	10.728	24.6375	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58581451	58581459	"IGF2BP2b_final"	"-"	29.72	25.60714286	26.95142857	30.15714286	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58587220	58587230	"IGF2BP2a_final,IGF2BP2b_final"	"-"	15.22333333	16.7	11.764	25.41	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58587826	58587834	"IGF2BP2b_final"	"-"	3.15	6.036666667	13.98	14.66	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58588846	58588854	"IGF2BP2b_final"	"-"	2.112	5.416666667	7	13.89666667	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58599280	58599288	"IGF2BP2b_final"	"-"	6.27	10.92	17.1	18.2	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"CDS"
"chr16"	58599444	58599452	"IGF2BP2b_final"	"-"	1.114285714	9.833333333	8.52	8.83	"ENSG00000125107.19"	"CNOT1"	"protein_coding"	"5UTR"
"chr16"	58707496	58707504	"IGF2BP2a_final"	"-"	12.96	31.80142857	13.64	5.816666667	"ENSG00000125166.13"	"GOT2"	"protein_coding"	"3UTR"
"chr16"	58707714	58707722	"IGF2BP2a_final"	"-"	14.856	13.4275	4.824	6.7	"ENSG00000125166.13"	"GOT2"	"protein_coding"	"3UTR"
"chr16"	58707870	58707878	"IGF2BP2a_final"	"-"	8.42	9.192857143	4.62	4.208571429	"ENSG00000125166.13"	"GOT2"	"protein_coding"	"3UTR"
"chr16"	58722236	58722244	"IGF2BP2b_final"	"-"	4.813333333	4.636	8.34	5.733333333	"ENSG00000125166.13"	"GOT2"	"protein_coding"	"CDS"
"chr16"	66558315	66558323	"IGF2BP2b_final"	"+"	8.55	4.55	12.54	13.52	"ENSG00000217555.13"	"CKLF"	"protein_coding"	"CDS"
"chr16"	66609934	66609942	"IGF2BP2b_final"	"+"	3.36	3.255	14.73	5.353333333	"ENSG00000140931.20"	"CMTM3"	"protein_coding"	"CDS"
"chr16"	66723740	66723748	"IGF2BP2a_final"	"-"	10.332	11.02833333	15.456	7.108	"ENSG00000135720.13"	"DYNC1LI2"	"protein_coding"	"CDS"
"chr16"	66732755	66732763	"IGF2BP2a_final"	"-"	18.696	6.066666667	3.42	4.16	"ENSG00000135720.13"	"DYNC1LI2"	"protein_coding"	"intron"
"chr16"	66813678	66813686	"IGF2BP2a_final"	"-"	10.116	5.4425	0.88	0	"ENSG00000159593.15"	"NAE1"	"protein_coding"	"CDS"
"chr16"	66818593	66818601	"IGF2BP2a_final"	"-"	15.084	20.13857143	9.048	14.02	"ENSG00000159593.15"	"NAE1"	"protein_coding"	"CDS"
"chr16"	66821513	66821521	"IGF2BP2b_final"	"-"	0.78	0.5766666667	5.18	7.21	"ENSG00000159593.15"	"NAE1"	"protein_coding"	"CDS"
"chr16"	66823558	66823566	"IGF2BP2b_final"	"-"	16.635	13.715	13.416	11.392	"ENSG00000159593.15"	"NAE1"	"protein_coding"	"CDS"
"chr16"	66826554	66826562	"IGF2BP2b_final"	"-"	15.34	9.636666667	8.336	8.01	"ENSG00000159593.15"	"NAE1"	"protein_coding"	"CDS"
"chr16"	66826706	66826714	"IGF2BP2a_final"	"-"	8.07	8.526666667	9.21	11.47333333	"ENSG00000159593.15"	"NAE1"	"protein_coding"	"CDS"
"chr16"	67099610	67099618	"IGF2BP2b_final"	"+"	3.91	8.922	7.615	21.168	"ENSG00000067955.15"	"CBFB"	"protein_coding"	"3UTR"
"chr16"	67100224	67100232	"IGF2BP2a_final"	"+"	9.06	9.212	4.9275	6.173333333	"ENSG00000067955.15"	"CBFB"	"protein_coding"	"3UTR"
"chr16"	67134205	67134213	"IGF2BP2b_final"	"+"	3.465	0.41	10.875	10.34	"ENSG00000125149.12"	"C16orf70"	"protein_coding"	"CDS"
"chr16"	67321709	67321724	"IGF2BP2a_final,IGF2BP2b_final"	"-"	144.8999956	121.1528557	228.0374975	207.0599956	"ENSG00000168676.11"	"KCTD19"	"protein_coding"	"intron"
"chr16"	67638575	67638583	"IGF2BP2b_final"	"+"	3.44	9.31	16.74	13.52333333	"ENSG00000102974.16"	"CTCF"	"protein_coding"	"3UTR"
"chr16"	67868518	67868526	"IGF2BP2a_final"	"+"	12.78	10.268	12.78	2.683333333	"ENSG00000102898.12"	"NUTF2"	"protein_coding"	"CDS"
"chr16"	67951868	67951876	"IGF2BP2b_final"	"-"	0.1866666667	2.262	13.268	6.46	"ENSG00000124067.17"	"SLC12A4"	"protein_coding"	"CDS"
"chr16"	67952334	67952342	"IGF2BP2a_final"	"-"	6.885	13.39333333	3.912	12.41	"ENSG00000124067.17"	"SLC12A4"	"protein_coding"	"CDS"
"chr16"	67952349	67952357	"IGF2BP2b_final"	"-"	2.36	12.34833333	6.924	16.86	"ENSG00000124067.17"	"SLC12A4"	"protein_coding"	"CDS"
"chr16"	68122114	68122122	"IGF2BP2a_final"	"+"	14.256	13.00333333	3.06	9.765	"ENSG00000072736.19"	"NFATC3"	"protein_coding"	"CDS"
"chr16"	68122270	68122278	"IGF2BP2a_final"	"+"	27.96	12.195	18.46	15.9	"ENSG00000072736.19"	"NFATC3"	"protein_coding"	"CDS"
"chr16"	68122560	68122576	"IGF2BP2a_final,IGF2BP2b_final"	"+"	36.11	42.40923077	24.504	26.12923077	"ENSG00000072736.19"	"NFATC3"	"protein_coding"	"CDS"
"chr16"	68122913	68122921	"IGF2BP2a_final"	"+"	39.55714286	28.15	11.835	22.28666667	"ENSG00000072736.19"	"NFATC3"	"protein_coding"	"CDS"
"chr16"	68122998	68123006	"IGF2BP2a_final"	"+"	5.728	3.645	9.148	2.153333333	"ENSG00000072736.19"	"NFATC3"	"protein_coding"	"CDS"
"chr16"	68183353	68183361	"IGF2BP2a_final"	"+"	10.83	8.645	5.415	4.16	"ENSG00000072736.19"	"NFATC3"	"protein_coding"	"CDS"
"chr16"	68227218	68227226	"IGF2BP2a_final"	"+"	6.066666667	6.812	0.28	0	"ENSG00000072736.19"	"NFATC3"	"protein_coding"	"3UTR"
"chr16"	68229417	68229425	"IGF2BP2a_final"	"-"	4.62	13.74285714	10.092	7.88	"ENSG00000103067.14"	"ESRP2"	"protein_coding"	"3UTR"
"chr16"	68298021	68298029	"IGF2BP2a_final"	"+"	12	10.875	11.8	7.826666667	"ENSG00000103064.15"	"SLC7A6"	"protein_coding"	"3UTR"
"chr16"	69133572	69133580	"IGF2BP2b_final"	"+"	11.675	22.39	19.94	19.296	"ENSG00000141076.18"	"UTP4"	"protein_coding"	"CDS"
"chr16"	69133583	69133591	"IGF2BP2a_final"	"+"	12.74666667	22.1375	23.96333333	16.905	"ENSG00000141076.18"	"UTP4"	"protein_coding"	"CDS"
"chr16"	69327048	69327056	"IGF2BP2b_final"	"-"	3.252	9.102	5.38	7.1	"ENSG00000258429.2"	"PDF"	"protein_coding"	"3UTR"
"chr16"	69328722	69328730	"IGF2BP2a_final"	"-"	5.568	7.906	0	0.4	"ENSG00000258429.2"	"PDF"	"protein_coding"	"3UTR"
"chr16"	69328970	69328978	"IGF2BP2a_final"	"-"	14.028	22.68	0	0.92	"ENSG00000258429.2"	"PDF"	"protein_coding"	"3UTR"
"chr16"	69329050	69329058	"IGF2BP2b_final"	"-"	11.376	11.63666667	13.03714286	8.213333333	"ENSG00000258429.2"	"PDF"	"protein_coding"	"CDS"
"chr16"	69340294	69340302	"IGF2BP2a_final"	"+"	16.904	8.253333333	17.6	5.17	"ENSG00000132603.15"	"NIP7"	"protein_coding"	"CDS"
"chr16"	69341770	69341778	"IGF2BP2a_final"	"+"	17.596	10.504	16.63714286	0.075	"ENSG00000132603.15"	"NIP7"	"protein_coding"	"3UTR"
"chr16"	69341936	69341952	"IGF2BP2a_final,IGF2BP2b_final"	"+"	12.11142857	6.372	9.522	15.05272727	"ENSG00000132603.15"	"NIP7"	"protein_coding"	"3UTR"
"chr16"	69342592	69342600	"IGF2BP2b_final"	"+"	2.37	7.92	6.36	8.18	"ENSG00000132603.15"	"NIP7"	"protein_coding"	"3UTR"
"chr16"	69462442	69462450	"IGF2BP2b_final"	"+"	9.071428571	18.595	11.536	19.77142857	"ENSG00000103018.17"	"CYB5B"	"protein_coding"	"CDS"
"chr16"	69462660	69462668	"IGF2BP2b_final"	"+"	2.55	3.03	5.97	6.98	"ENSG00000103018.17"	"CYB5B"	"protein_coding"	"3UTR"
"chr16"	69462800	69462808	"IGF2BP2b_final"	"+"	12.03	13.75571429	17.96571429	8.4175	"ENSG00000103018.17"	"CYB5B"	"protein_coding"	"3UTR"
"chr16"	69463436	69463444	"IGF2BP2a_final"	"+"	31.76666667	38.47714286	2.12	29.70666667	"ENSG00000103018.17"	"CYB5B"	"protein_coding"	"3UTR"
"chr16"	69463624	69463632	"IGF2BP2b_final"	"+"	0.69	0.11	11.71	4.84	"ENSG00000103018.17"	"CYB5B"	"protein_coding"	"3UTR"
"chr16"	69463732	69463744	"IGF2BP2a_final,IGF2BP2b_final"	"+"	70.78444667	67.5625	46.84444444	45.76909091	"ENSG00000103018.17"	"CYB5B"	"protein_coding"	"3UTR"
"chr16"	69576324	69576332	"IGF2BP2a_final"	"+"	10.26	10.92	5.7	9.36	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"intron"
"chr16"	69626472	69626480	"IGF2BP2b_final"	"+"	10.32	0.5466666667	18.984	8.226666667	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"CDS"
"chr16"	69693364	69693372	"IGF2BP2a_final"	"+"	14.11	11.445	3.012	2.926666667	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"CDS"
"chr16"	69695344	69695352	"IGF2BP2a_final"	"+"	10.308	12.355	0.98	12.225	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"CDS"
"chr16"	69696934	69696942	"IGF2BP2a_final"	"+"	9.54	16.58	4.536	4.528571429	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"3UTR"
"chr16"	69696962	69696970	"IGF2BP2b_final"	"+"	4.845	12.144	11.424	9.026666667	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"3UTR"
"chr16"	69699304	69699312	"IGF2BP2a_final"	"+"	8.84	7.341666667	4.075	6.748	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"3UTR"
"chr16"	69699542	69699550	"IGF2BP2a_final"	"+"	27.36	17.29	9.12	16.38	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"3UTR"
"chr16"	69700310	69700318	"IGF2BP2b_final"	"+"	4.71	5.806	6.99	9.997142857	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"3UTR"
"chr16"	69700479	69700487	"IGF2BP2a_final"	"+"	13.71	15.68333333	20.835	16.108	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"3UTR"
"chr16"	69701640	69701648	"IGF2BP2b_final"	"+"	10.1	9.92	12.855	16.34571429	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"3UTR"
"chr16"	69704367	69704375	"IGF2BP2b_final"	"+"	3.42	5.19	8.855	18.964	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"3UTR"
"chr16"	69704592	69704604	"IGF2BP2a_final,IGF2BP2b_final"	"+"	10.26	19.474	15.105	11.648	"ENSG00000102908.22"	"NFAT5"	"protein_coding"	"3UTR"
"chr16"	69709970	69709978	"IGF2BP2a_final"	"-"	17.51	15.474	1.812	5.7	"ENSG00000181019.13"	"NQO1"	"protein_coding"	"3UTR"
"chr16"	69710419	69710427	"IGF2BP2a_final"	"-"	3.36	8.89	0.585	1.45	"ENSG00000181019.13"	"NQO1"	"protein_coding"	"3UTR"
"chr16"	69710776	69710784	"IGF2BP2a_final"	"-"	22.064	16.674	7.365	8.253333333	"ENSG00000181019.13"	"NQO1"	"protein_coding"	"3UTR"
"chr16"	69710990	69711001	"IGF2BP2a_final,IGF2BP2b_final"	"-"	82.06	100.9018218	82.38750125	69.1825	"ENSG00000181019.13"	"NQO1"	"protein_coding"	"CDS"
"chr16"	69711220	69711234	"IGF2BP2a_final,IGF2BP2b_final"	"-"	62.195	69.80153846	43.79214214	72.04230846	"ENSG00000181019.13"	"NQO1"	"protein_coding"	"CDS"
"chr16"	69718380	69718389	"IGF2BP2a_final,IGF2BP2b_final"	"-"	65.13333444	77.23000111	48.95142857	56.58888778	"ENSG00000181019.13"	"NQO1"	"protein_coding"	"CDS"
