Uniprot ID;Gene name;Protein name;MCF7 pre15 confluent;MCF7 pre30 confluent;MCF7 pre15 half confluent;MCF7 pre30 half confluent;MCF7 combined;HEK293 pre15 confluent;HEK293 pre30 confluent;HEK293 pre15 half confluent;HEK293 pre30 half confluent;HEK293 combined;HeLa pre15 confluent;HeLa pre30 confluent;HeLa pre15 half confluent;HeLa pre30 half confluent;HeLa combined;all combined;MCF7 RBP;HEK293 RBP;HeLa RBP;ihRBP
Q6P6C2;ALKBH5;RNA demethylase ALKBH5;2;1;1;2;4;2;2;3;3;6;NA;NA;2;3;4;8;poly(A);poly(A);poly(A);poly(A)
Q6UN15;FIP1L1;Pre-mRNA 3'-end-processing factor FIP1;4;2;2;2;6;3;3;1;1;5;1;NA;NA;1;2;8;poly(A);poly(A);poly(A);poly(A)
Q86WX3;RPS19BP1;Active regulator of SIRT1;3;4;3;3;6;2;3;3;2;5;4;1;5;2;6;8;non-poly(A);poly(A);poly(A);poly(A)
Q8IYB8;SUPV3L1;ATP-dependent RNA helicase SUPV3L1, mitochondrial;1;NA;NA;1;1;NA;NA;3;2;3;2;1;5;4;8;8;NA;poly(A);poly(A);poly(A)
Q8N5P1;ZC3H8;Zinc finger CCCH domain-containing protein 8;4;3;5;4;7;NA;2;3;2;4;3;NA;4;2;6;8;non-poly(A);poly(A);poly(A);poly(A)
Q92979;EMG1;Ribosomal RNA small subunit methyltransferase NEP1;2;2;2;3;6;1;2;3;3;6;4;2;2;3;5;8;poly(A);poly(A);poly(A);poly(A)
Q99873;PRMT1;Protein arginine N-methyltransferase 1;2;1;2;2;5;2;1;NA;NA;3;3;2;1;2;4;8;non-poly(A);poly(A);non-poly(A);poly(A)
Q9BQ52;ELAC2;Zinc phosphodiesterase ELAC protein 2;2;NA;3;2;4;1;NA;3;2;5;NA;1;3;2;4;8;non-poly(A);poly(A);poly(A);poly(A)
Q9BRP8;PYM1;Partner of Y14 and mago;3;6;4;4;8;2;NA;3;3;4;2;1;3;1;3;8;poly(A);poly(A);non-poly(A);poly(A)
Q9BYD2;MRPL9;39S ribosomal protein L9, mitochondrial;5;6;3;4;6;5;6;5;5;6;6;4;5;4;6;8;poly(A);poly(A);non-poly(A);poly(A)
Q9H9J2;MRPL44;39S ribosomal protein L44, mitochondrial;5;5;5;6;7;2;1;4;4;7;5;2;2;2;5;8;non-poly(A);poly(A);non-poly(A);poly(A)
Q9NUD5;ZCCHC3;Zinc finger CCHC domain-containing protein 3;2;5;3;3;5;5;6;5;4;7;2;3;3;2;4;8;poly(A);poly(A);poly(A);poly(A)
Q9Y2P8;RCL1;RNA 3'-terminal phosphate cyclase-like protein;4;6;4;5;7;4;2;3;2;5;2;2;3;2;5;8;poly(A);non-poly(A);non-poly(A);poly(A)
Q9Y3A4;RRP7A;Ribosomal RNA-processing protein 7 homolog A;3;5;2;3;6;2;2;3;2;4;4;3;5;3;7;8;poly(A);non-poly(A);poly(A);poly(A)
Q9Y3F4;STRAP;Serine-threonine kinase receptor-associated protein;1;1;2;1;4;1;1;3;4;6;1;2;6;4;6;8;poly(A);poly(A);poly(A);poly(A)
Q9Y3Y2;CHTOP;Chromatin target of PRMT1 protein;7;5;5;6;7;4;5;4;5;7;4;4;4;3;5;8;poly(A);poly(A);poly(A);poly(A)
Q9Y5A9;YTHDF2;YTH domain-containing family protein 2;4;6;6;5;7;5;6;7;7;8;5;4;6;6;8;8;poly(A);poly(A);poly(A);poly(A)
O14647;CHD2;Chromodomain-helicase-DNA-binding protein 2;1;NA;1;1;1;2;3;2;NA;5;1;1;1;1;3;7;NA;poly(A);poly(A);poly(A)
O14776;TCERG1;Transcription elongation regulator 1;2;NA;1;2;3;4;NA;2;NA;5;1;NA;1;NA;2;7;poly(A);poly(A);poly(A);poly(A)
O43290;SART1;U4/U6.U5 tri-snRNP-associated protein 1;3;2;2;2;4;NA;NA;2;2;3;NA;1;2;5;5;7;poly(A);poly(A);poly(A);poly(A)
O43670;ZNF207;BUB3-interacting and GLEBS motif-containing protein ZNF207;5;4;3;3;6;1;2;2;3;3;1;1;3;3;4;7;non-poly(A);poly(A);non-poly(A);poly(A)
O95628;CNOT4;CCR4-NOT transcription complex subunit 4;4;2;3;4;6;NA;NA;NA;NA;NA;NA;1;1;2;3;7;non-poly(A);NA;non-poly(A);poly(A)
P05198;EIF2S1;Eukaryotic translation initiation factor 2 subunit 1;2;1;1;3;4;1;NA;1;2;4;NA;NA;2;2;3;7;poly(A);poly(A);poly(A);poly(A)
P05783;KRT18;Keratin, type I cytoskeletal 18;1;1;3;4;6;NA;NA;NA;NA;NA;NA;NA;2;2;2;7;poly(A);NA;poly(A);poly(A)
P09012;SNRPA;U1 small nuclear ribonucleoprotein A;3;3;2;2;5;2;3;2;4;6;3;1;4;3;5;7;poly(A);poly(A);non-poly(A);poly(A)
P09429;HMGB1;High mobility group protein B1;3;2;NA;1;4;1;1;NA;NA;2;NA;NA;1;1;1;7;poly(A);poly(A);NA;poly(A)
P12270;TPR;Nucleoprotein TPR;NA;NA;NA;NA;NA;1;2;3;NA;4;1;NA;1;2;3;7;NA;non-poly(A);poly(A);poly(A)
P13667;PDIA4;Protein disulfide-isomerase A4;2;NA;1;NA;3;NA;NA;2;NA;2;NA;NA;1;2;3;7;non-poly(A);non-poly(A);poly(A);poly(A)
P35268;RPL22;60S ribosomal protein L22;4;6;5;5;6;2;4;3;4;5;3;4;3;3;4;7;poly(A);poly(A);poly(A);poly(A)
P42694;HELZ;Probable helicase with zinc finger domain;2;2;2;3;5;2;NA;2;2;3;NA;NA;NA;NA;NA;7;poly(A);poly(A);NA;poly(A)
P42766;RPL35;60S ribosomal protein L35;3;3;3;3;4;NA;1;1;NA;2;1;1;2;NA;3;7;poly(A);non-poly(A);poly(A);poly(A)
P46776;RPL27A;60S ribosomal protein L27a;2;1;5;4;5;1;2;NA;1;4;1;1;2;1;5;7;poly(A);poly(A);non-poly(A);poly(A)
P46778;RPL21;60S ribosomal protein L21;2;2;3;3;6;1;NA;1;1;2;NA;1;2;2;4;7;non-poly(A);poly(A);poly(A);poly(A)
P47914;RPL29;60S ribosomal protein L29;2;5;5;6;6;2;4;1;1;6;3;4;2;2;5;7;poly(A);poly(A);poly(A);poly(A)
P47974;ZFP36L2;mRNA decay activator protein ZFP36L2;2;3;2;3;6;NA;2;3;2;4;1;NA;2;2;2;7;poly(A);non-poly(A);poly(A);poly(A)
P49207;RPL34;60S ribosomal protein L34;3;5;4;3;5;3;3;3;3;6;6;3;2;2;7;7;poly(A);non-poly(A);non-poly(A);poly(A)
P49406;MRPL19;39S ribosomal protein L19, mitochondrial;1;1;3;2;3;1;1;1;3;3;4;2;2;2;7;7;poly(A);poly(A);poly(A);poly(A)
P51858;HDGF;Hepatoma-derived growth factor;1;2;3;1;5;NA;1;NA;NA;1;NA;1;2;1;3;7;non-poly(A);NA;poly(A);poly(A)
P68104;EEF1A1;Elongation factor 1-alpha 1;NA;2;2;1;3;2;NA;1;NA;3;NA;3;1;NA;3;7;non-poly(A);poly(A);poly(A);poly(A)
P78362;SRPK2;SRSF protein kinase 2;3;1;4;5;7;NA;NA;1;1;2;NA;NA;NA;1;1;7;non-poly(A);poly(A);NA;poly(A)
P82673;MRPS35;28S ribosomal protein S35, mitochondrial;2;1;2;NA;4;NA;NA;3;2;3;1;NA;2;3;4;7;poly(A);poly(A);poly(A);poly(A)
P82979;SARNP;SAP domain-containing ribonucleoprotein;3;2;1;3;5;1;1;3;3;4;2;1;3;2;4;7;poly(A);poly(A);poly(A);poly(A)
Q00059;TFAM;Transcription factor A, mitochondrial;2;2;1;NA;4;3;2;2;2;6;1;NA;NA;1;2;7;poly(A);poly(A);poly(A);poly(A)
Q01844;EWSR1;RNA-binding protein EWS;4;4;NA;NA;5;5;5;4;3;7;3;3;3;2;4;7;poly(A);poly(A);poly(A);poly(A)
Q14320;FAM50A;Protein FAM50A;2;2;NA;1;2;1;1;3;2;5;3;2;3;2;5;7;non-poly(A);poly(A);non-poly(A);poly(A)
Q14974;KPNB1;Importin subunit beta-1;2;1;2;3;5;1;NA;1;2;3;NA;NA;1;1;2;7;non-poly(A);poly(A);non-poly(A);poly(A)
Q15029;EFTUD2;116 kDa U5 small nuclear ribonucleoprotein component;3;3;1;2;4;2;3;3;3;7;5;2;3;1;6;7;poly(A);poly(A);poly(A);poly(A)
Q16629;SRSF7;Serine/arginine-rich splicing factor 7;1;1;NA;NA;2;2;NA;NA;NA;2;2;3;NA;NA;5;7;poly(A);poly(A);poly(A);poly(A)
Q53EP0;FNDC3B;Fibronectin type III domain-containing protein 3B;NA;NA;1;2;2;NA;NA;NA;NA;NA;1;NA;3;2;6;7;poly(A);NA;poly(A);poly(A)
Q5VV67;PPRC1;Peroxisome proliferator-activated receptor gamma coactivator-related protein 1;2;NA;NA;1;3;1;NA;3;NA;3;4;3;6;3;6;7;non-poly(A);non-poly(A);poly(A);poly(A)
Q86XP3;DDX42;ATP-dependent RNA helicase DDX42;2;2;2;NA;4;2;1;5;1;5;3;2;6;3;7;7;poly(A);poly(A);non-poly(A);poly(A)
Q8NEY8;PPHLN1;Periphilin-1;1;NA;1;1;3;3;2;4;2;6;2;1;2;1;4;7;poly(A);poly(A);poly(A);poly(A)
Q8WUQ7;CACTIN;Cactin;2;3;2;2;5;1;2;3;3;4;2;2;4;2;6;7;non-poly(A);poly(A);non-poly(A);poly(A)
Q8WV60;PTCD2;Pentatricopeptide repeat-containing protein 2, mitochondrial;1;2;1;3;4;NA;1;1;2;3;3;2;4;1;6;7;non-poly(A);poly(A);poly(A);poly(A)
Q8WXF0;SRSF12;Serine/arginine-rich splicing factor 12;NA;NA;NA;NA;NA;3;5;4;2;7;NA;NA;NA;NA;NA;7;NA;poly(A);NA;poly(A)
Q96DH6;MSI2;RNA-binding protein Musashi homolog 2;6;4;5;5;7;5;4;5;3;6;4;5;5;4;6;7;non-poly(A);poly(A);poly(A);poly(A)
Q96EV2;RBM33;RNA-binding protein 33;2;NA;1;NA;3;1;NA;3;1;4;1;NA;3;1;4;7;non-poly(A);poly(A);poly(A);poly(A)
Q96I51;RCC1L;RCC1-like G exchanging factor-like protein;4;2;1;3;5;NA;NA;1;NA;1;3;2;2;3;5;7;non-poly(A);NA;poly(A);poly(A)
Q96SB4;SRPK1;SRSF protein kinase 1;NA;NA;1;1;1;1;3;6;4;7;2;1;5;5;5;7;NA;poly(A);non-poly(A);poly(A)
Q99459;CDC5L;Cell division cycle 5-like protein;NA;NA;1;3;3;NA;NA;3;1;4;NA;NA;3;1;4;7;poly(A);poly(A);non-poly(A);poly(A)
Q9BQ67;GRWD1;Glutamate-rich WD repeat-containing protein 1;1;2;5;4;5;2;NA;6;4;6;1;1;6;3;7;7;non-poly(A);poly(A);poly(A);poly(A)
Q9BXS6;NUSAP1;Nucleolar and spindle-associated protein 1;NA;NA;NA;1;1;NA;1;1;2;3;5;3;3;3;7;7;NA;non-poly(A);poly(A);poly(A)
Q9BYN8;MRPS26;28S ribosomal protein S26, mitochondrial;2;2;3;1;4;2;1;2;2;4;4;NA;1;3;5;7;non-poly(A);poly(A);non-poly(A);poly(A)
Q9C0B0;UNK;RING finger protein unkempt homolog;2;1;1;1;2;NA;NA;1;NA;1;1;NA;4;2;5;7;poly(A);NA;poly(A);poly(A)
Q9H0J9;PARP12;Poly [ADP-ribose] polymerase 12;2;2;3;2;4;NA;1;NA;NA;1;3;2;5;5;6;7;poly(A);NA;poly(A);poly(A)
Q9H7N4;SCAF1;Splicing factor, arginine/serine-rich 19;1;1;NA;NA;2;4;2;1;1;6;3;2;1;1;4;7;poly(A);non-poly(A);non-poly(A);poly(A)
Q9HC36;MRM3;rRNA methyltransferase 3, mitochondrial;3;2;3;3;5;1;1;5;2;5;5;3;2;2;5;7;non-poly(A);poly(A);poly(A);poly(A)
Q9NP92;MRPS30;39S ribosomal protein S30, mitochondrial;3;3;3;4;6;3;4;4;1;5;2;4;2;2;5;7;poly(A);non-poly(A);poly(A);poly(A)
Q9NPE2;NGRN;Neugrin;NA;NA;1;2;2;NA;NA;1;1;2;4;2;3;NA;6;7;non-poly(A);poly(A);poly(A);poly(A)
Q9NRX1;PNO1;RNA-binding protein PNO1;4;3;4;3;6;1;3;4;3;4;3;2;5;5;5;7;non-poly(A);poly(A);non-poly(A);poly(A)
Q9NWU5;MRPL22;39S ribosomal protein L22, mitochondrial;5;3;3;4;6;2;5;1;3;6;3;3;1;NA;5;7;poly(A);poly(A);non-poly(A);poly(A)
Q9NX07;TRNAU1AP;tRNA selenocysteine 1-associated protein 1;2;2;1;1;2;4;2;3;3;6;3;2;1;1;3;7;poly(A);poly(A);poly(A);poly(A)
Q9NXH9;TRMT1;tRNA (guanine(26)-N(2))-dimethyltransferase;NA;NA;1;1;1;NA;NA;3;NA;3;3;NA;3;4;7;7;NA;non-poly(A);poly(A);poly(A)
Q9Y3B7;MRPL11;39S ribosomal protein L11, mitochondrial;3;3;3;2;5;2;2;1;1;3;2;1;3;2;3;7;poly(A);poly(A);poly(A);poly(A)
Q9Y3X0;CCDC9;Coiled-coil domain-containing protein 9;4;3;5;3;6;1;1;2;2;3;3;NA;4;4;5;7;poly(A);poly(A);poly(A);poly(A)
O43709;BUD23;Probable 18S rRNA (guanine-N(7))-methyltransferase;1;3;4;2;5;1;NA;2;1;2;4;1;3;2;6;6;non-poly(A);poly(A);non-poly(A);poly(A)
O43818;RRP9;U3 small nucleolar RNA-interacting protein 2;1;2;NA;NA;3;2;2;2;2;5;2;NA;1;2;3;6;non-poly(A);poly(A);poly(A);poly(A)
O75319;DUSP11;RNA/RNP complex-1-interacting phosphatase;1;1;NA;1;2;NA;1;2;4;4;3;1;2;1;4;6;non-poly(A);poly(A);poly(A);poly(A)
O75494;SRSF10;Serine/arginine-rich splicing factor 10;NA;NA;1;NA;1;NA;NA;1;NA;1;1;5;NA;NA;6;6;NA;NA;non-poly(A);poly(A)
P04083;ANXA1;Annexin A1;NA;1;NA;NA;1;1;NA;1;1;2;3;2;2;1;5;6;NA;non-poly(A);non-poly(A);poly(A)
P04406;GAPDH;Glyceraldehyde-3-phosphate dehydrogenase;NA;1;2;1;4;2;2;1;NA;3;NA;1;1;1;3;6;poly(A);non-poly(A);non-poly(A);poly(A)
P06576;ATP5B;ATP synthase subunit beta, mitochondrial;2;2;NA;NA;4;1;NA;1;1;2;NA;NA;1;NA;1;6;poly(A);non-poly(A);NA;poly(A)
P0DMV9;HSPA1B;Heat shock 70 kDa protein 1B;1;NA;1;1;2;1;2;NA;NA;3;2;1;3;NA;5;6;non-poly(A);poly(A);poly(A);poly(A)
P14678;SNRPB;Small nuclear ribonucleoprotein-associated proteins B and B';5;4;3;3;6;4;4;3;4;4;3;4;3;2;5;6;poly(A);poly(A);non-poly(A);poly(A)
P18077;RPL35A;60S ribosomal protein L35a;1;2;3;4;4;2;1;NA;2;4;1;2;2;NA;3;6;poly(A);poly(A);poly(A);poly(A)
P23528;CFL1;Cofilin-1;1;2;NA;1;3;1;3;2;2;6;1;NA;1;1;3;6;poly(A);non-poly(A);non-poly(A);poly(A)
P27695;APEX1;DNA-(apurinic or apyrimidinic site) lyase;NA;NA;1;NA;1;2;1;3;NA;4;2;NA;3;4;6;6;NA;poly(A);non-poly(A);poly(A)
P27824;CANX;Calnexin;1;1;NA;NA;2;NA;1;1;1;2;NA;1;2;NA;3;6;non-poly(A);poly(A);poly(A);poly(A)
P32969;RPL9;60S ribosomal protein L9;1;NA;2;3;4;NA;1;1;1;3;1;NA;2;2;4;6;poly(A);non-poly(A);non-poly(A);poly(A)
P40926;MDH2;Malate dehydrogenase, mitochondrial;NA;4;1;2;4;3;1;2;NA;4;NA;1;NA;2;3;6;poly(A);poly(A);poly(A);poly(A)
P41567;EIF1;Eukaryotic translation initiation factor 1;NA;1;NA;1;2;NA;NA;2;4;4;NA;NA;3;1;3;6;poly(A);poly(A);non-poly(A);poly(A)
P50395;GDI2;Rab GDP dissociation inhibitor beta;1;2;3;4;5;1;2;1;1;2;2;1;3;4;4;6;non-poly(A);poly(A);non-poly(A);poly(A)
P50579;METAP2;Methionine aminopeptidase 2;2;2;2;3;3;NA;1;3;4;6;3;NA;4;4;4;6;poly(A);non-poly(A);poly(A);poly(A)
P58107;EPPK1;Epiplakin;NA;NA;3;2;4;NA;NA;1;NA;1;NA;NA;1;1;2;6;non-poly(A);NA;non-poly(A);poly(A)
P60866;RPS20;40S ribosomal protein S20;2;3;4;4;6;3;2;3;3;4;2;2;2;3;4;6;poly(A);poly(A);poly(A);poly(A)
P62244;RPS15A;40S ribosomal protein S15a;NA;1;4;4;6;1;2;3;2;3;1;1;2;1;2;6;poly(A);poly(A);poly(A);poly(A)
P62826;RAN;GTP-binding nuclear protein Ran;2;3;NA;1;3;1;3;2;2;5;2;3;2;3;5;6;poly(A);poly(A);poly(A);poly(A)
P62913;RPL11;60S ribosomal protein L11;1;NA;3;3;3;NA;2;2;2;5;NA;1;NA;NA;1;6;poly(A);poly(A);NA;poly(A)
P82912;MRPS11;28S ribosomal protein S11, mitochondrial;2;1;3;1;4;1;1;2;2;2;3;3;1;2;5;6;poly(A);poly(A);poly(A);poly(A)
Q09161;NCBP1;Nuclear cap-binding protein subunit 1;2;3;2;NA;6;3;4;1;1;5;NA;NA;NA;1;1;6;non-poly(A);poly(A);NA;poly(A)
Q12931;TRAP1;Heat shock protein 75 kDa, mitochondrial;1;2;NA;3;4;2;1;2;NA;5;NA;NA;1;2;2;6;non-poly(A);non-poly(A);poly(A);poly(A)
Q12986;NFX1;Transcriptional repressor NF-X1;NA;NA;1;1;1;1;NA;3;2;4;NA;NA;4;3;6;6;NA;poly(A);poly(A);poly(A)
Q13123;IK;Protein Red;NA;NA;NA;NA;NA;1;1;2;1;2;2;1;2;4;6;6;NA;non-poly(A);non-poly(A);poly(A)
Q13263;TRIM28;Transcription intermediary factor 1-beta;2;NA;NA;NA;2;NA;NA;2;NA;2;1;NA;3;1;5;6;non-poly(A);poly(A);non-poly(A);poly(A)
Q13838;DDX39B;Spliceosome RNA helicase DDX39B;NA;4;1;4;4;2;5;1;2;5;1;1;2;2;4;6;poly(A);poly(A);non-poly(A);poly(A)
Q15061;WDR43;WD repeat-containing protein 43;3;NA;NA;1;4;NA;1;NA;1;2;1;1;NA;NA;1;6;non-poly(A);non-poly(A);NA;poly(A)
Q15428;SF3A2;Splicing factor 3A subunit 2;2;1;1;NA;3;1;1;4;2;4;2;NA;2;2;3;6;poly(A);poly(A);poly(A);poly(A)
Q15654;TRIP6;Thyroid receptor-interacting protein 6;4;3;2;2;5;1;NA;NA;2;2;NA;1;NA;NA;1;6;non-poly(A);non-poly(A);NA;poly(A)
Q52LJ0;FAM98B;Protein FAM98B;3;5;3;3;5;4;4;5;5;6;3;2;4;4;5;6;poly(A);poly(A);non-poly(A);poly(A)
Q5F1R6;DNAJC21;DnaJ homolog subfamily C member 21;NA;NA;NA;NA;NA;1;1;2;3;4;NA;1;5;4;6;6;NA;non-poly(A);poly(A);poly(A)
Q5TC82;RC3H1;Roquin-1;NA;1;1;3;4;NA;2;1;NA;3;NA;NA;NA;1;1;6;poly(A);poly(A);NA;poly(A)
Q6IBS0;TWF2;Twinfilin-2;NA;NA;NA;1;1;NA;1;4;2;5;2;NA;2;4;5;6;NA;non-poly(A);poly(A);poly(A)
Q7Z739;YTHDF3;YTH domain-containing family protein 3;3;1;2;1;5;2;2;2;1;4;NA;NA;2;2;2;6;poly(A);poly(A);poly(A);poly(A)
Q86VY4;TSPYL5;Testis-specific Y-encoded-like protein 5;4;2;5;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;poly(A);NA;NA;poly(A)
Q86XN8;MEX3D;RNA-binding protein MEX3D;3;3;3;3;5;NA;2;1;3;4;NA;NA;2;NA;2;6;poly(A);poly(A);poly(A);poly(A)
Q8N3Z6;ZCCHC7;Zinc finger CCHC domain-containing protein 7;2;2;4;3;4;1;NA;4;2;4;4;NA;6;5;6;6;non-poly(A);non-poly(A);poly(A);poly(A)
Q8NDF8;PAPD5;Non-canonical poly(A) RNA polymerase PAPD5;1;NA;2;1;2;1;NA;1;1;3;2;2;3;1;5;6;non-poly(A);poly(A);poly(A);poly(A)
Q8WXA9;SREK1;Splicing regulatory glutamine/lysine-rich protein 1;1;NA;1;NA;2;NA;1;NA;1;2;1;NA;NA;1;2;6;poly(A);poly(A);non-poly(A);poly(A)
Q92522;H1FX;Histone H1x;1;NA;3;3;5;2;4;1;2;6;2;2;2;2;4;6;non-poly(A);poly(A);non-poly(A);poly(A)
Q96CP2;FLYWCH2;FLYWCH family member 2;3;2;3;3;4;NA;NA;NA;NA;NA;4;3;2;1;6;6;non-poly(A);NA;poly(A);poly(A)
Q96E39;RBMXL1;RNA binding motif protein, X-linked-like-1;2;2;1;2;3;2;5;5;3;6;2;3;3;4;4;6;poly(A);non-poly(A);non-poly(A);poly(A)
Q96MU7;YTHDC1;YTH domain-containing protein 1;2;2;NA;NA;3;3;1;1;2;5;2;NA;1;NA;2;6;poly(A);poly(A);poly(A);poly(A)
Q96T21;SECISBP2;Selenocysteine insertion sequence-binding protein 2;5;2;1;1;5;NA;NA;NA;1;1;NA;NA;1;NA;1;6;poly(A);NA;NA;poly(A)
Q9BQE3;TUBA1C;Tubulin alpha-1C chain;NA;3;1;2;6;1;2;1;2;4;1;NA;1;1;2;6;poly(A);non-poly(A);non-poly(A);poly(A)
Q9BRJ7;NUDT16L1;Tudor-interacting repair regulator protein;3;1;4;4;6;NA;NA;1;1;2;NA;NA;NA;NA;NA;6;non-poly(A);poly(A);NA;poly(A)
Q9BRT6;LLPH;Protein LLP homolog;2;4;4;4;4;1;3;2;2;4;4;4;2;2;6;6;non-poly(A);poly(A);poly(A);poly(A)
Q9BRZ2;TRIM56;E3 ubiquitin-protein ligase TRIM56;2;2;2;3;5;NA;NA;NA;NA;NA;2;1;1;NA;3;6;poly(A);NA;poly(A);poly(A)
Q9BWF3;RBM4;RNA-binding protein 4;5;4;3;3;6;2;2;4;4;4;3;2;4;3;4;6;poly(A);poly(A);poly(A);poly(A)
Q9H2Y7;ZNF106;Zinc finger protein 106;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;6;6;NA;NA;poly(A);poly(A)
Q9H307;PNN;Pinin;NA;NA;NA;NA;NA;2;1;2;1;6;NA;NA;NA;NA;NA;6;NA;poly(A);NA;poly(A)
Q9H5Q4;TFB2M;Dimethyladenosine transferase 2, mitochondrial;2;2;NA;3;3;NA;NA;NA;NA;NA;3;2;5;4;6;6;poly(A);NA;non-poly(A);poly(A)
Q9H7E2;TDRD3;Tudor domain-containing protein 3;2;NA;NA;1;2;1;NA;2;1;3;1;NA;2;4;5;6;poly(A);poly(A);poly(A);poly(A)
Q9NR56;MBNL1;Muscleblind-like protein 1;3;5;1;4;6;3;4;6;6;6;2;3;4;4;4;6;poly(A);poly(A);poly(A);poly(A)
Q9NUL5;RYDEN;Repressor of yield of DENV protein;4;2;2;1;5;NA;NA;NA;NA;NA;1;NA;4;2;4;6;poly(A);NA;non-poly(A);poly(A)
Q9NYK5;MRPL39;39S ribosomal protein L39, mitochondrial;2;1;NA;2;3;NA;3;3;3;4;4;1;2;2;6;6;non-poly(A);non-poly(A);poly(A);poly(A)
Q9P0M9;MRPL27;39S ribosomal protein L27, mitochondrial;2;2;2;1;3;2;2;2;2;6;2;NA;2;2;4;6;non-poly(A);poly(A);poly(A);poly(A)
Q9UNP9;PPIE;Peptidyl-prolyl cis-trans isomerase E;4;1;2;4;4;2;1;1;1;3;1;NA;1;2;4;6;non-poly(A);non-poly(A);poly(A);poly(A)
Q9Y2W2;WBP11;WW domain-binding protein 11;NA;1;NA;NA;1;1;NA;2;1;3;NA;NA;3;3;5;6;NA;poly(A);non-poly(A);poly(A)
O15372;EIF3H;Eukaryotic translation initiation factor 3 subunit H;NA;NA;NA;1;1;NA;NA;2;1;2;NA;NA;2;1;2;5;NA;non-poly(A);poly(A);poly(A)
O43347;MSI1;RNA-binding protein Musashi homolog 1;1;1;1;1;1;3;2;3;1;5;NA;NA;NA;NA;NA;5;NA;poly(A);NA;poly(A)
O60293;ZFC3H1;Zinc finger C3H1 domain-containing protein;NA;1;NA;1;1;NA;2;1;1;3;NA;NA;1;NA;1;5;NA;non-poly(A);NA;poly(A)
O75367;H2AFY;Core histone macro-H2A.1;1;1;NA;1;2;1;3;2;NA;5;NA;NA;NA;NA;NA;5;poly(A);non-poly(A);NA;poly(A)
O75525;KHDRBS3;KH domain-containing, RNA-binding, signal transduction-associated protein 3;NA;NA;NA;NA;NA;1;1;3;2;5;NA;NA;NA;NA;NA;5;NA;poly(A);NA;poly(A)
O95218;ZRANB2;Zinc finger Ran-binding domain-containing protein 2;NA;NA;NA;NA;NA;1;NA;1;1;2;1;1;1;NA;3;5;NA;poly(A);poly(A);poly(A)
O95985;TOP3B;DNA topoisomerase 3-beta-1;3;1;NA;1;5;NA;NA;NA;NA;NA;NA;NA;2;NA;2;5;poly(A);NA;poly(A);poly(A)
P10155;TROVE2;60 kDa SS-A/Ro ribonucleoprotein;1;2;NA;1;2;2;2;3;3;5;1;NA;NA;NA;1;5;poly(A);non-poly(A);NA;poly(A)
P10599;TXN;Thioredoxin;1;NA;NA;1;2;2;2;NA;NA;3;2;2;1;1;4;5;non-poly(A);poly(A);poly(A);poly(A)
P14868;DARS;Aspartate--tRNA ligase, cytoplasmic;2;2;2;2;4;1;1;2;1;3;2;1;3;1;4;5;non-poly(A);non-poly(A);poly(A);poly(A)
P55209;NAP1L1;Nucleosome assembly protein 1-like 1;1;1;2;3;3;2;NA;NA;1;3;NA;NA;1;NA;1;5;non-poly(A);poly(A);NA;poly(A)
P62805;HIST1H4A;Histone H4;NA;1;1;NA;2;1;NA;NA;NA;1;NA;NA;NA;2;2;5;poly(A);NA;poly(A);poly(A)
P62851;RPS25;40S ribosomal protein S25;NA;2;2;3;3;1;3;NA;1;4;1;2;2;1;3;5;poly(A);poly(A);non-poly(A);poly(A)
P62995;TRA2B;Transformer-2 protein homolog beta;NA;1;NA;NA;1;2;1;1;NA;4;NA;NA;1;NA;1;5;NA;poly(A);NA;poly(A)
Q02413;DSG1;Desmoglein-1;2;2;3;2;5;3;NA;1;2;4;2;2;2;NA;4;5;poly(A);non-poly(A);non-poly(A);poly(A)
Q05519;SRSF11;Serine/arginine-rich splicing factor 11;1;NA;1;1;2;1;NA;NA;NA;1;1;1;NA;1;3;5;poly(A);NA;poly(A);poly(A)
Q12996;CSTF3;Cleavage stimulation factor subunit 3;1;2;3;3;5;NA;2;3;1;4;1;2;2;NA;2;5;non-poly(A);poly(A);non-poly(A);poly(A)
Q14739;LBR;Lamin-B receptor;NA;NA;NA;NA;NA;1;NA;1;1;2;1;1;3;1;4;5;NA;poly(A);non-poly(A);poly(A)
Q15691;MAPRE1;Microtubule-associated protein RP/EB family member 1;2;1;1;1;2;2;1;1;3;5;NA;NA;2;NA;2;5;non-poly(A);poly(A);non-poly(A);poly(A)
Q16658;FSCN1;Fascin;NA;NA;NA;NA;NA;3;2;NA;2;4;NA;NA;2;1;2;5;NA;non-poly(A);poly(A);poly(A)
Q5PRF9;SAMD4B;Protein Smaug homolog 2;1;1;1;1;2;NA;NA;2;2;2;NA;NA;1;2;2;5;poly(A);poly(A);non-poly(A);poly(A)
Q5U5Q3;MEX3C;RNA-binding E3 ubiquitin-protein ligase MEX3C;2;2;1;2;3;NA;1;1;4;5;NA;NA;1;1;1;5;poly(A);poly(A);NA;poly(A)
Q86VM9;ZC3H18;Zinc finger CCCH domain-containing protein 18;NA;1;1;2;4;NA;NA;1;1;1;NA;1;2;2;4;5;non-poly(A);NA;poly(A);poly(A)
