UniProt;Protein.name;Gene.name
Q99471;Prefoldin subunit 5;PFDN5
Q99496;E3 ubiquitin-protein ligase RING2;RNF2
Q99497;Protein DJ-1;PARK7
Q99504;Eyes absent homolog 3;EYA3
Q99523;Sortilin;SORT1
Q99536;Synaptic vesicle membrane protein VAT-1 homolog;VAT1
Q99538;Legumain;LGMN
Q99543;DnaJ homolog subfamily C member 2;DNAJC2
Q99549;M-phase phosphoprotein 8;MPHOSPH8
Q99567;Nuclear pore complex protein Nup88;NUP88
Q99570;Phosphoinositide 3-kinase regulatory subunit 4;PIK3R4
Q99575;Ribonucleases P/MRP protein subunit POP1;POP1
Q99584;Protein S100-A13;S100A13
Q99598;Translin-associated protein X;"TSNAX;DISC1"
Q99613;"Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein";"EIF3C;EIF3CL"
Q99614;Tetratricopeptide repeat protein 1;TTC1
Q99615;DnaJ homolog subfamily C member 7;DNAJC7
Q99638;Cell cycle checkpoint control protein RAD9A;RAD9A
Q99661;Kinesin-like protein KIF2C;KIF2C
Q99666;RANBP2-like and GRIP domain-containing protein 5/6;"RGPD5;RGPD8"
Q99707;Methionine synthase;MTR
Q99714;3-hydroxyacyl-CoA dehydrogenase type-2;HSD17B10
Q99717;Mothers against decapentaplegic homolog 5;SMAD5
Q99729;Heterogeneous nuclear ribonucleoprotein A/B;HNRNPAB
Q99733;Nucleosome assembly protein 1-like 4;NAP1L4
Q99798;Aconitate hydratase, mitochondrial;ACO2
Q99816;Tumor susceptibility gene 101 protein;TSG101
Q99829;Copine-1;CPNE1
Q99832;T-complex protein 1 subunit eta;CCT7
Q99856;AT-rich interactive domain-containing protein 3A;ARID3A
Q99873;Protein arginine N-methyltransferase 1;PRMT1
Q99956;Dual specificity protein phosphatase 9;DUSP9
Q99961;Endophilin-A2;SH3GL1
Q99986;Serine/threonine-protein kinase VRK1;VRK1
Q99996;A-kinase anchor protein 9;AKAP9
Q9BPU6;Dihydropyrimidinase-related protein 5;DPYSL5
Q9BPX3;Condensin complex subunit 3;NCAPG
Q9BQ39;ATP-dependent RNA helicase DDX50;DDX50
Q9BQ52;Zinc phosphodiesterase ELAC protein 2;ELAC2
Q9BQ61;Uncharacterized protein C19orf43;C19orf43
Q9BQ67;Glutamate-rich WD repeat-containing protein 1;GRWD1
Q9BQ70;Transcription factor 25;TCF25
Q9BQ75;Protein CMSS1;CMSS1
Q9BQA1;Methylosome protein 50;WDR77
Q9BQE3;Tubulin alpha-1C chain;TUBA1C
Q9BQG0;Myb-binding protein 1A;MYBBP1A
Q9BR61;Acyl-CoA-binding domain-containing protein 6;ACBD6
Q9BR76;Coronin-1B;CORO1B
Q9BRA2;Thioredoxin domain-containing protein 17;TXNDC17
Q9BRD0;BUD13 homolog;BUD13
Q9BRG1;Vacuolar protein-sorting-associated protein 25;VPS25
Q9BRJ6;Uncharacterized protein C7orf50;C7orf50
Q9BRK5;45 kDa calcium-binding protein;SDF4
Q9BRP1;Programmed cell death protein 2-like;PDCD2L
Q9BRP8;Partner of Y14 and mago;WIBG
Q9BRR8;G patch domain-containing protein 1;GPATCH1
Q9BRS2;Serine/threonine-protein kinase RIO1;RIOK1
Q9BRT9;"DNA replication complex GINS protein SLD5;DNA replication complex GINS protein SLD5, N-terminally processed";GINS4
Q9BRX2;Protein pelota homolog;PELO
Q9BRX5;DNA replication complex GINS protein PSF3;GINS3
Q9BS26;Endoplasmic reticulum resident protein 44;ERP44
Q9BSC4;Nucleolar protein 10;NOL10
Q9BSD7;Cancer-related nucleoside-triphosphatase;NTPCR
Q9BSH4;Translational activator of cytochrome c oxidase 1;TACO1
Q9BSJ2;Gamma-tubulin complex component 2;TUBGCP2
Q9BSV6;tRNA-splicing endonuclease subunit Sen34;TSEN34
Q9BT09;Protein canopy homolog 3;CNPY3
Q9BT25;HAUS augmin-like complex subunit 8;HAUS8
Q9BT78;COP9 signalosome complex subunit 4;COPS4
Q9BTA9;WW domain-containing adapter protein with coiled-coil;WAC
Q9BTC0;Death-inducer obliterator 1;DIDO1
Q9BTC8;Metastasis-associated protein MTA3;MTA3
Q9BTE1;Dynactin subunit 5;DCTN5
Q9BTE3;Mini-chromosome maintenance complex-binding protein;MCMBP
Q9BTE7;DCN1-like protein 5;DCUN1D5
Q9BTT0;Acidic leucine-rich nuclear phosphoprotein 32 family member E;ANP32E
Q9BTV5;Fibronectin type III and SPRY domain-containing protein 1;FSD1
Q9BTY2;Plasma alpha-L-fucosidase;FUCA2
Q9BTY7;Protein FAM203A;FAM203A
Q9BU76;Multiple myeloma tumor-associated protein 2;MMTAG2
Q9BU89;Deoxyhypusine hydroxylase;DOHH
Q9BUF5;Tubulin beta-6 chain;TUBB6
Q9BUI4;DNA-directed RNA polymerase III subunit RPC3;POLR3C
Q9BUJ2;Heterogeneous nuclear ribonucleoprotein U-like protein 1;HNRNPUL1
Q9BUK6;Protein misato homolog 1;MSTO1
Q9BUL8;Programmed cell death protein 10;PDCD10
Q9BUQ8;Probable ATP-dependent RNA helicase DDX23;DDX23
Q9BUR4;Telomerase Cajal body protein 1;WRAP53
Q9BUT1;3-hydroxybutyrate dehydrogenase type 2;BDH2
Q9BV20;Methylthioribose-1-phosphate isomerase;MRI1
Q9BV38;WD repeat-containing protein 18;WDR18
Q9BV44;THUMP domain-containing protein 3;THUMPD3
Q9BV57;1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase;ADI1
Q9BV73;Centrosome-associated protein CEP250;CEP250
Q9BV86;"N-terminal Xaa-Pro-Lys N-methyltransferase 1;N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed";NTMT1
Q9BVA1;Tubulin beta-2B chain;TUBB2B
Q9BVG4;Protein PBDC1;PBDC1
Q9BVI4;Nucleolar complex protein 4 homolog;NOC4L
Q9BVJ6;U3 small nucleolar RNA-associated protein 14 homolog A;UTP14A
Q9BVM2;Protein DPCD;DPCD
Q9BVP2;Guanine nucleotide-binding protein-like 3;GNL3
Q9BVS4;Serine/threonine-protein kinase RIO2;RIOK2
Q9BVW5;TIMELESS-interacting protein;TIPIN
Q9BW27;Nuclear pore complex protein Nup85;NUP85
Q9BW83;Intraflagellar transport protein 27 homolog;IFT27
Q9BW85;Coiled-coil domain-containing protein 94;CCDC94
Q9BW91;ADP-ribose pyrophosphatase, mitochondrial;NUDT9
Q9BWD1;Acetyl-CoA acetyltransferase, cytosolic;ACAT2
Q9BWF3;RNA-binding protein 4;RBM4
Q9BWH6;RNA polymerase II-associated protein 1;RPAP1
Q9BX40;Protein LSM14 homolog B;LSM14B
Q9BX68;Histidine triad nucleotide-binding protein 2, mitochondrial;HINT2
Q9BXB4;Oxysterol-binding protein-related protein 11;OSBPL11
Q9BXJ9;N-alpha-acetyltransferase 15, NatA auxiliary subunit;NAA15
Q9BXP2;Solute carrier family 12 member 9;SLC12A9
Q9BXP5;Serrate RNA effector molecule homolog;SRRT
Q9BXS5;AP-1 complex subunit mu-1;AP1M1
Q9BXS6;Nucleolar and spindle-associated protein 1;NUSAP1
Q9BXW6;Oxysterol-binding protein-related protein 1;OSBPL1A
Q9BXW7;Cat eye syndrome critical region protein 5;CECR5
Q9BXY0;Protein MAK16 homolog;MAK16
Q9BY32;Inosine triphosphate pyrophosphatase;ITPA
Q9BY41;Histone deacetylase 8;HDAC8
Q9BY42;Protein RTF2 homolog;RTFDC1
Q9BY43;Charged multivesicular body protein 4a;CHMP4A
Q9BY44;Eukaryotic translation initiation factor 2A;EIF2A
Q9BY77;Polymerase delta-interacting protein 3;POLDIP3
Q9BY89;Uncharacterized protein KIAA1671;KIAA1671
Q9BYD6;39S ribosomal protein L1, mitochondrial;MRPL1
Q9BYE7;Polycomb group RING finger protein 6;PCGF6
Q9BYG3;MKI67 FHA domain-interacting nucleolar phosphoprotein;MKI67IP
Q9BYJ9;YTH domain family protein 1;YTHDF1
Q9BYT8;Neurolysin, mitochondrial;NLN
Q9BYW2;Histone-lysine N-methyltransferase SETD2;SETD2
Q9BZD4;Kinetochore protein Nuf2;NUF2
Q9BZE4;Nucleolar GTP-binding protein 1;GTPBP4
Q9BZE9;Tether containing UBX domain for GLUT4;ASPSCR1
Q9BZF3;Oxysterol-binding protein-related protein 6;OSBPL6
Q9BZH6;WD repeat-containing protein 11;WDR11
Q9BZI7;Regulator of nonsense transcripts 3B;UPF3B
Q9BZK7;F-box-like/WD repeat-containing protein TBL1XR1;TBL1XR1
Q9BZL1;Ubiquitin-like protein 5;UBL5
Q9BZQ6;ER degradation-enhancing alpha-mannosidase-like protein 3;EDEM3
Q9BZX2;Uridine-cytidine kinase 2;UCK2
Q9BZZ5;Apoptosis inhibitor 5;API5
Q9C0B1;Alpha-ketoglutarate-dependent dioxygenase FTO;FTO
Q9C0C2;182 kDa tankyrase-1-binding protein;TNKS1BP1
Q9C0C9;Ubiquitin-conjugating enzyme E2 O;UBE2O
Q9C0D3;Protein zyg-11 homolog B;ZYG11B
Q9C0E2;Exportin-4;XPO4
Q9GZL7;Ribosome biogenesis protein WDR12;WDR12
Q9GZN8;UPF0687 protein C20orf27;C20orf27
Q9GZP4;PITH domain-containing protein 1;PITHD1
Q9GZR2;RNA exonuclease 4;REXO4
Q9GZR7;ATP-dependent RNA helicase DDX24;DDX24
Q9GZS3;WD repeat-containing protein 61;WDR61
Q9GZT3;SRA stem-loop-interacting RNA-binding protein, mitochondrial;SLIRP
Q9GZT8;NIF3-like protein 1;NIF3L1
Q9GZT9;Egl nine homolog 1;EGLN1
Q9GZU8;Protein FAM192A;"FAM192A;NIP30"
Q9GZZ9;Ubiquitin-like modifier-activating enzyme 5;UBA5
Q9H074;Polyadenylate-binding protein-interacting protein 1;PAIP1
Q9H078;Caseinolytic peptidase B protein homolog;CLPB
Q9H089;Large subunit GTPase 1 homolog;LSG1
Q9H0A0;N-acetyltransferase 10;NAT10
Q9H0A8;COMM domain-containing protein 4;COMMD4
Q9H0B6;Kinesin light chain 2;KLC2
Q9H0C8;Integrin-linked kinase-associated serine/threonine phosphatase 2C;"ILKAP;ILKAP3"
Q9H0D6;5-3 exoribonuclease 2;XRN2
Q9H0E9;Bromodomain-containing protein 8;BRD8
Q9H0F7;ADP-ribosylation factor-like protein 6;ARL6
Q9H0K6;Pseudouridylate synthase 7 homolog-like protein;PUS7L
Q9H0S4;Probable ATP-dependent RNA helicase DDX47;DDX47
Q9H0U9;Testis-specific Y-encoded-like protein 1;TSPYL1
Q9H0W5;Coiled-coil domain-containing protein 8;CCDC8
Q9H1A4;Anaphase-promoting complex subunit 1;ANAPC1
Q9H1E3;Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1;NUCKS1
Q9H1I8;Activating signal cointegrator 1 complex subunit 2;ASCC2
Q9H223;EH domain-containing protein 4;EHD4
Q9H269;Vacuolar protein sorting-associated protein 16 homolog;VPS16
Q9H2C0;Gigaxonin;GAN
Q9H2G2;STE20-like serine/threonine-protein kinase;SLK
Q9H2J4;Phosducin-like protein 3;PDCL3
Q9H2K0;Translation initiation factor IF-3, mitochondrial;MTIF3
Q9H2M9;Rab3 GTPase-activating protein non-catalytic subunit;RAB3GAP2
Q9H2P0;Activity-dependent neuroprotector homeobox protein;ADNP
Q9H2P9;Diphthine synthase;DPH5
Q9H2U1;Probable ATP-dependent RNA helicase DHX36;DHX36
Q9H2U2;Inorganic pyrophosphatase 2, mitochondrial;PPA2
Q9H307;Pinin;PNN
Q9H3G5;Probable serine carboxypeptidase CPVL;CPVL
Q9H3K6;BolA-like protein 2;BOLA2
Q9H3P2;Negative elongation factor A;NELFA
Q9H3P7;Golgi resident protein GCP60;ACBD3
Q9H3S7;Tyrosine-protein phosphatase non-receptor type 23;PTPN23
Q9H3U1;Protein unc-45 homolog A;UNC45A
Q9H410;Kinetochore-associated protein DSN1 homolog;DSN1
Q9H444;Charged multivesicular body protein 4b;CHMP4B
Q9H446;RWD domain-containing protein 1;RWDD1
Q9H488;GDP-fucose protein O-fucosyltransferase 1;POFUT1
Q9H496;15 kDa interferon-responsive protein;IFRG15
Q9H4A4;Aminopeptidase B;RNPEP
Q9H4A6;Golgi phosphoprotein 3;GOLPH3
Q9H4L4;Sentrin-specific protease 3;SENP3
Q9H4L5;Oxysterol-binding protein-related protein 3;OSBPL3
Q9H4L7;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1;SMARCAD1
Q9H4M9;EH domain-containing protein 1;EHD1
Q9H501;ESF1 homolog;ESF1
Q9H583;HEAT repeat-containing protein 1;HEATR1
Q9H5H4;Zinc finger protein 768;ZNF768
Q9H5V9;UPF0428 protein CXorf56;CXorf56
Q9H6E5;Speckle targeted PIP5K1A-regulated poly(A) polymerase;"TUT1;MIR3654"
Q9H6F5;Coiled-coil domain-containing protein 86;CCDC86
Q9H6R4;Nucleolar protein 6;NOL6
Q9H6S0;Probable ATP-dependent RNA helicase YTHDC2;YTHDC2
Q9H6T3;RNA polymerase II-associated protein 3;RPAP3
Q9H6Y2;WD repeat-containing protein 55;WDR55
Q9H6Z4;Ran-binding protein 3;RANBP3
Q9H773;dCTP pyrophosphatase 1;DCTPP1
Q9H7B2;Ribosome production factor 2 homolog;RPF2
Q9H7D7;WD repeat-containing protein 26;WDR26
Q9H7E9;UPF0488 protein C8orf33;C8orf33
Q9H7L9;Sin3 histone deacetylase corepressor complex component SDS3;SUDS3
Q9H7N4;Splicing factor, arginine/serine-rich 19;SCAF1
Q9H7Z3;Protein NRDE2 homolog;NRDE2
Q9H814;Phosphorylated adapter RNA export protein;PHAX
Q9H871;Protein RMD5 homolog A;RMND5A
Q9H8H0;Nucleolar protein 11;NOL11
Q9H8S9;MOB kinase activator 1A;MOB1A
Q9H8Y5;Ankyrin repeat and zinc finger domain-containing protein 1;ANKZF1
Q9H8Y8;Golgi reassembly-stacking protein 2;GORASP2
Q9H900;Protein zwilch homolog;ZWILCH
Q9H944;Mediator of RNA polymerase II transcription subunit 20;MED20
Q9H974;Queuine tRNA-ribosyltransferase subunit QTRTD1;QTRTD1
Q9H993;UPF0364 protein C6orf211;C6orf211
Q9H9A5;CCR4-NOT transcription complex subunit 10;CNOT10
Q9H9A6;Leucine-rich repeat-containing protein 40;LRRC40
Q9H9B1;Histone-lysine N-methyltransferase EHMT1;EHMT1
Q9H9F9;Actin-related protein 5;ACTR5
Q9H9H4;Vacuolar protein sorting-associated protein 37B;VPS37B
Q9H9L3;Interferon-stimulated 20 kDa exonuclease-like 2;ISG20L2
Q9H9Q2;COP9 signalosome complex subunit 7b;COPS7B
Q9H9T3;Elongator complex protein 3;ELP3
Q9H9Y6;DNA-directed RNA polymerase I subunit RPA2;POLR1B
Q9HA64;Ketosamine-3-kinase;FN3KRP
Q9HAU5;Regulator of nonsense transcripts 2;UPF2
Q9HAV4;Exportin-5;XPO5
Q9HAV7;GrpE protein homolog 1, mitochondrial;GRPEL1
Q9HB07;UPF0160 protein MYG1, mitochondrial;C12orf10
Q9HB40;Retinoid-inducible serine carboxypeptidase;SCPEP1
Q9HB71;Calcyclin-binding protein;CACYBP
Q9HB90;"Ras-related GTP-binding protein C;Ras-related GTP-binding protein D";"RRAGC;RRAGD"
Q9HBM1;Kinetochore protein Spc25;SPC25
Q9HC35;Echinoderm microtubule-associated protein-like 4;EML4
Q9HC38;Glyoxalase domain-containing protein 4;GLOD4
Q9HCE1;Putative helicase MOV-10;MOV10
Q9HCG8;Pre-mRNA-splicing factor CWC22 homolog;CWC22
Q9HCJ3;Ribonucleoprotein PTB-binding 2;RAVER2
Q9HCK8;Chromodomain-helicase-DNA-binding protein 8;CHD8
Q9HCN4;GPN-loop GTPase 1;GPN1
Q9HCS7;Pre-mRNA-splicing factor SYF1;XAB2
Q9HD26;Golgi-associated PDZ and coiled-coil motif-containing protein;GOPC
Q9HD42;Charged multivesicular body protein 1a;CHMP1A
Q9NNW5;WD repeat-containing protein 6;WDR6
Q9NP77;RNA polymerase II subunit A C-terminal domain phosphatase SSU72;SSU72
Q9NPA8;Enhancer of yellow 2 transcription factor homolog;ENY2
Q9NPD3;Exosome complex component RRP41;EXOSC4
Q9NPD8;Ubiquitin-conjugating enzyme E2 T;UBE2T
Q9NPF4;Probable tRNA threonylcarbamoyladenosine biosynthesis protein OSGEP;OSGEP
Q9NPH2;Inositol-3-phosphate synthase 1;ISYNA1
Q9NPI1;Bromodomain-containing protein 7;BRD7
Q9NPJ6;Mediator of RNA polymerase II transcription subunit 4;MED4
Q9NPQ8;Synembryn-A;RIC8A
Q9NQ29;Putative RNA-binding protein Luc7-like 1;LUC7L
Q9NQ48;Leucine zipper transcription factor-like protein 1;LZTFL1
Q9NQ55;Suppressor of SWI4 1 homolog;PPAN
Q9NQ88;Fructose-2,6-bisphosphatase TIGAR;TIGAR
Q9NQG5;Regulation of nuclear pre-mRNA domain-containing protein 1B;RPRD1B
Q9NQR4;Omega-amidase NIT2;NIT2
Q9NQT4;Exosome complex component RRP46;EXOSC5
Q9NQT5;Exosome complex component RRP40;EXOSC3
Q9NQW6;Actin-binding protein anillin;ANLN
Q9NQW7;Xaa-Pro aminopeptidase 1;XPNPEP1
Q9NQZ2;Something about silencing protein 10;UTP3
Q9NR09;Baculoviral IAP repeat-containing protein 6;BIRC6
Q9NR28;Diablo homolog, mitochondrial;DIABLO
Q9NR30;Nucleolar RNA helicase 2;DDX21
Q9NR31;GTP-binding protein SAR1a;SAR1A
Q9NR45;Sialic acid synthase;NANS
Q9NR50;Translation initiation factor eIF-2B subunit gamma;EIF2B3
Q9NRA8;Eukaryotic translation initiation factor 4E transporter;EIF4ENIF1
Q9NRD5;PRKCA-binding protein;PICK1
Q9NRF8;CTP synthase 2;CTPS2
Q9NRF9;DNA polymerase epsilon subunit 3;POLE3
Q9NRG0;Chromatin accessibility complex protein 1;CHRAC1
Q9NRL2;Bromodomain adjacent to zinc finger domain protein 1A;BAZ1A
Q9NRL3;Striatin-4;STRN4
Q9NRM2;Zinc finger protein 277;ZNF277
Q9NRN7;L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase;AASDHPPT
Q9NRR4;Ribonuclease 3;DROSHA
Q9NRR5;Ubiquilin-4;UBQLN4
Q9NRW3;DNA dC->dU-editing enzyme APOBEC-3C;APOBEC3C
Q9NRW7;Vacuolar protein sorting-associated protein 45;VPS45
Q9NRX1;RNA-binding protein PNO1;PNO1
Q9NRX4;14 kDa phosphohistidine phosphatase;PHPT1
Q9NRY4;Rho GTPase-activating protein 35;"ARHGAP35;GRLF1"
Q9NRY5;Protein FAM114A2;FAM114A2
Q9NRZ9;Lymphoid-specific helicase;HELLS
Q9NS86;LanC-like protein 2;LANCL2
Q9NS91;E3 ubiquitin-protein ligase RAD18;RAD18
Q9NSD9;Phenylalanine--tRNA ligase beta subunit;FARSB
Q9NSE4;Isoleucine--tRNA ligase, mitochondrial;IARS2
Q9NSI2;Protein FAM207A;FAM207A
Q9NSK0;Kinesin light chain 4;KLC4
Q9NSV4;Protein diaphanous homolog 3;DIAPH3
Q9NT62;Ubiquitin-like-conjugating enzyme ATG3;ATG3
Q9NTI5;Sister chromatid cohesion protein PDS5 homolog B;PDS5B
Q9NTJ3;"Structural maintenance of chromosomes protein 4;Structural maintenance of chromosomes protein";SMC4
Q9NTX5;Ethylmalonyl-CoA decarboxylase;ECHDC1
Q9NTZ6;RNA-binding protein 12;RBM12
Q9NU22;Midasin;MDN1
Q9NUD5;Zinc finger CCHC domain-containing protein 3;ZCCHC3
Q9NUJ1;Mycophenolic acid acyl-glucuronide esterase, mitochondrial;ABHD10
Q9NUQ3;Gamma-taxilin;TXLNG
Q9NUQ6;SPATS2-like protein;SPATS2L
Q9NUQ8;ATP-binding cassette sub-family F member 3;ABCF3
Q9NUQ9;Protein FAM49B;FAM49B
Q9NUU7;ATP-dependent RNA helicase DDX19A;DDX19A
Q9NUW8;Tyrosyl-DNA phosphodiesterase 1;TDP1
Q9NUY8;TBC1 domain family member 23;TBC1D23
Q9NV35;Probable 8-oxo-dGTP diphosphatase NUDT15;NUDT15
Q9NV56;MRG/MORF4L-binding protein;MRGBP
Q9NV70;Exocyst complex component 1;EXOC1
Q9NVC6;Mediator of RNA polymerase II transcription subunit 17;MED17
Q9NVE7;Pantothenate kinase 4;PANK4
Q9NVG8;TBC1 domain family member 13;TBC1D13
Q9NVH2;Integrator complex subunit 7;INTS7
Q9NVI1;Fanconi anemia group I protein;FANCI
Q9NVM6;DnaJ homolog subfamily C member 17;DNAJC17
Q9NVM9;Protein asunder homolog;ASUN
Q9NVN8;Guanine nucleotide-binding protein-like 3-like protein;GNL3L
Q9NVP1;ATP-dependent RNA helicase DDX18;DDX18
Q9NVR0;Kelch-like protein 11;KLHL11
Q9NVT9;Armadillo repeat-containing protein 1;ARMC1
Q9NVU0;DNA-directed RNA polymerase III subunit RPC5;POLR3E
Q9NVU7;Protein SDA1 homolog;SDAD1
Q9NVX0;HAUS augmin-like complex subunit 2;HAUS2
Q9NW08;DNA-directed RNA polymerase III subunit RPC2;POLR3B
Q9NW13;RNA-binding protein 28;RBM28
Q9NW64;Pre-mRNA-splicing factor RBM22;RBM22
Q9NW68;BSD domain-containing protein 1;BSDC1
Q9NW82;WD repeat-containing protein 70;WDR70
Q9NWB6;Arginine and glutamate-rich protein 1;ARGLU1
Q9NWH9;SAFB-like transcription modulator;SLTM
Q9NWK9;Box C/D snoRNA protein 1;ZNHIT6
Q9NWT1;p21-activated protein kinase-interacting protein 1;PAK1IP1
Q9NWV4;UPF0587 protein C1orf123;C1orf123
Q9NWV8;BRISC and BRCA1-A complex member 1;BABAM1
Q9NWY4;UPF0609 protein C4orf27;C4orf27
Q9NX46;Poly(ADP-ribose) glycohydrolase ARH3;ADPRHL2
Q9NX58;Cell growth-regulating nucleolar protein;LYAR
Q9NX74;tRNA-dihydrouridine(20) synthase [NAD(P)+]-like;DUS2L
Q9NXC5;WD repeat-containing protein mio;MIOS
Q9NXF1;Testis-expressed sequence 10 protein;TEX10
Q9NXF7;DDB1- and CUL4-associated factor 16;DCAF16
Q9NXG2;THUMP domain-containing protein 1;THUMPD1
Q9NXH9;tRNA (guanine(26)-N(2))-dimethyltransferase;TRMT1
Q9NXR1;Nuclear distribution protein nudE homolog 1;NDE1
Q9NXR7;BRCA1-A complex subunit BRE;BRE
Q9NXV2;BTB/POZ domain-containing protein KCTD5;KCTD5
Q9NXV6;CDKN2A-interacting protein;CDKN2AIP
Q9NXX6;Non-structural maintenance of chromosomes element 4 homolog A;NSMCE4A
Q9NY12;H/ACA ribonucleoprotein complex subunit 1;GAR1
Q9NY27;Serine/threonine-protein phosphatase 4 regulatory subunit 2;PPP4R2
Q9NY33;Dipeptidyl peptidase 3;DPP3
Q9NY61;Protein AATF;AATF
Q9NY93;Probable ATP-dependent RNA helicase DDX56;DDX56
Q9NYB0;Telomeric repeat-binding factor 2-interacting protein 1;TERF2IP
Q9NYF8;Bcl-2-associated transcription factor 1;BCLAF1
Q9NYK5;39S ribosomal protein L39, mitochondrial;MRPL39
Q9NYL2;Mitogen-activated protein kinase kinase kinase MLT;MLTK
Q9NYL9;Tropomodulin-3;TMOD3
Q9NYU2;UDP-glucose:glycoprotein glucosyltransferase 1;UGGT1
Q9NYV4;Cyclin-dependent kinase 12;CDK12
Q9NZ32;Actin-related protein 10;ACTR10
Q9NZ63;Uncharacterized protein C9orf78;C9orf78
Q9NZB2;Constitutive coactivator of PPAR-gamma-like protein 1;FAM120A
Q9NZI8;Insulin-like growth factor 2 mRNA-binding protein 1;IGF2BP1
Q9NZJ4;Sacsin;SACS
Q9NZL4;Hsp70-binding protein 1;HSPBP1
Q9NZL9;Methionine adenosyltransferase 2 subunit beta;MAT2B
Q9NZM5;Glioma tumor suppressor candidate region gene 2 protein;GLTSCR2
Q9NZN5;Rho guanine nucleotide exchange factor 12;ARHGEF12
Q9NZT2;Opioid growth factor receptor;OGFR
Q9NZW5;MAGUK p55 subfamily member 6;MPP6
Q9NZZ3;Charged multivesicular body protein 5;CHMP5
Q9P000;COMM domain-containing protein 9;COMMD9
Q9P013;Spliceosome-associated protein CWC15 homolog;CWC15
Q9P031;Thyroid transcription factor 1-associated protein 26;CCDC59
Q9P0K7;Ankycorbin;RAI14
Q9P0U4;CpG-binding protein;CXXC1
Q9P1Z2;Calcium-binding and coiled-coil domain-containing protein 1;CALCOCO1
Q9P253;Vacuolar protein sorting-associated protein 18 homolog;VPS18
Q9P258;Protein RCC2;RCC2
Q9P260;LisH domain and HEAT repeat-containing protein KIAA1468;KIAA1468
Q9P265;Disco-interacting protein 2 homolog B;DIP2B
Q9P270;SLAIN motif-containing protein 2;SLAIN2
Q9P275;Ubiquitin carboxyl-terminal hydrolase 36;USP36
Q9P287;BRCA2 and CDKN1A-interacting protein;BCCIP
Q9P287;BRCA2 and CDKN1A-interacting protein;BCCIP
Q9P2B2;Prostaglandin F2 receptor negative regulator;PTGFRN
Q9P2B4;CTTNBP2 N-terminal-like protein;CTTNBP2NL
Q9P2D1;Chromodomain-helicase-DNA-binding protein 7;CHD7
Q9P2D3;HEAT repeat-containing protein 5B;HEATR5B
Q9P2I0;Cleavage and polyadenylation specificity factor subunit 2;CPSF2
Q9P2J5;Leucine--tRNA ligase, cytoplasmic;LARS
Q9P2K8;Eukaryotic translation initiation factor 2-alpha kinase 4;EIF2AK4
Q9P2M7;Cingulin;CGN
Q9P2N5;RNA-binding protein 27;RBM27
Q9P2R3;Ankyrin repeat and FYVE domain-containing protein 1;ANKFY1
Q9P2R7;Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial;SUCLA2
Q9UBB4;Ataxin-10;ATXN10
Q9UBB6;Neurochondrin;NCDN
Q9UBB9;Tuftelin-interacting protein 11;TFIP11
Q9UBC2;Epidermal growth factor receptor substrate 15-like 1;EPS15L1
Q9UBE0;"SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed";SAE1
Q9UBF2;Coatomer subunit gamma-2;COPG2
Q9UBF8;Phosphatidylinositol 4-kinase beta;PI4KB
Q9UBK8;Methionine synthase reductase;MTRR
Q9UBP6;tRNA (guanine-N(7)-)-methyltransferase;METTL1
Q9UBQ5;Eukaryotic translation initiation factor 3 subunit K;EIF3K
Q9UBQ7;Glyoxylate reductase/hydroxypyruvate reductase;GRHPR
Q9UBS4;DnaJ homolog subfamily B member 11;DNAJB11
Q9UBT2;SUMO-activating enzyme subunit 2;UBA2
Q9UBU9;Nuclear RNA export factor 1;NXF1
Q9UBV8;Peflin;PEF1
Q9UBW7;Zinc finger MYM-type protein 2;ZMYM2
Q9UBW8;COP9 signalosome complex subunit 7a;COPS7A
Q9UDY2;Tight junction protein ZO-2;TJP2
Q9UEE9;Craniofacial development protein 1;CFDP1
Q9UEG4;Zinc finger protein 629;ZNF629
Q9UER7;Death domain-associated protein 6;DAXX
Q9UEW8;STE20/SPS1-related proline-alanine-rich protein kinase;STK39
Q9UEY8;Gamma-adducin;ADD3
Q9UFN0;Protein NipSnap homolog 3A;NIPSNAP3A
Q9UG63;ATP-binding cassette sub-family F member 2;ABCF2
Q9UGI8;Testin;TES
Q9UGN5;Poly [ADP-ribose] polymerase 2;PARP2
Q9UGR2;Zinc finger CCCH domain-containing protein 7B;ZC3H7B
Q9UGU5;HMG domain-containing protein 4;HMGXB4
Q9UGV2;Protein NDRG3;NDRG3
Q9UH62;Armadillo repeat-containing X-linked protein 3;ARMCX3
Q9UH65;Switch-associated protein 70;SWAP70
Q9UHB6;LIM domain and actin-binding protein 1;LIMA1
Q9UHB7;AF4/FMR2 family member 4;AFF4
Q9UHB9;Signal recognition particle subunit SRP68;SRP68
Q9UHD1;Cysteine and histidine-rich domain-containing protein 1;CHORDC1
